Geography,Formatted Name,Median income of household ($),20% of AMHI,50% of AMHI,80% of AMHI,120% of AMHI,20% or under of AMHI,21% to 50% of AMHI,51% to 80% of AMHI,81% to 120% of AMHI,121% and more of AMHI,Rent AMHI,Rent 20% of AMHI,Rent 50% of AMHI,Rent 80% of AMHI,Rent 120% of AMHI,20% or under of AMHI,21% to 50% of AMHI,51% to 80% of AMHI,81% to 120% of AMHI,121% and more of AMHI
  Abbey VL (4708048) 01909 (  6.3%),"Abbey VL (CSD, SK)",,,,,,,,,,,,,,,,,,,,
  Val-Racine MÃ‰ (2430015) 00909 (  4.3%),"Val-Racine MÉ (CSD, QC)",,,,,,,,,,,,,,,,,,,,
  Val-Saint-Gilles MÃ‰ (2487105) 00909 (  5.3%),"Val-Saint-Gilles MÉ (CSD, QC)",,,,,,,,,,,,,,,,,,,,
  Vancouver CY (5915022) 00000 (  4.8%),"Vancouver CY (CSD, BC)",82000,16400,41000,65600,98400,"<= $16,400","$16,400 - $41,000","$41,000 - $65,600","$65,600 - $98,400",">= $98,401",2050,410,1025,1640,"$2,460",<= $410,"$410 - $1,025","$1,025 - $1,640","$1,640 - $2,460",">= $2,461"
  Vanderhoof DM (5951007) 00000 (  8.9%),"Vanderhoof DM (CSD, BC)",87000,17400,43500,69600,104400,"<= $17,400","$17,400 - $43,500","$43,500 - $69,600","$69,600 - $104,400",">= $104,401",2175,435,1087.5,1740,"$2,610",<= $435,"$435 - $1,088","$1,088 - $1,740","$1,740 - $2,610",">= $2,611"
  Vanguard VL (4703062) 00909 (  5.3%),"Vanguard VL (CSD, SK)",,,,,,,,,,,,,,,,,,,,
  Vanscoy No. 345 RM (4712054) 00000 (  4.6%),"Vanscoy No. 345 RM (CSD, SK)",102000,20400,51000,81600,122400,"<= $20,400","$20,400 - $51,000","$51,000 - $81,600","$81,600 - $122,400",">= $122,401",2550,510,1275,2040,"$3,060",<= $510,"$510 - $1,275","$1,275 - $2,040","$2,040 - $3,060",">= $3,061"
  Vanscoy VL (4712058) 00000 (  2.1%),"Vanscoy VL (CSD, SK)",91000,18200,45500,72800,109200,"<= $18,200","$18,200 - $45,500","$45,500 - $72,800","$72,800 - $109,200",">= $109,201",2275,455,1137.5,1820,"$2,730",<= $455,"$455 - $1,138","$1,138 - $1,820","$1,820 - $2,730",">= $2,731"
  Varennes V (2459020) 00000 (  1.7%),"Varennes V (CSD, QC)",103000,20600,51500,82400,123600,"<= $20,600","$20,600 - $51,500","$51,500 - $82,400","$82,400 - $123,600",">= $123,601",2575,515,1287.5,2060,"$3,090",<= $515,"$515 - $1,288","$1,288 - $2,060","$2,060 - $3,090",">= $3,091"
  Vaudreuil-Dorion V (2471083) 00000 (  2.9%),"Vaudreuil-Dorion V (CSD, QC)",90000,18000,45000,72000,108000,"<= $18,000","$18,000 - $45,000","$45,000 - $72,000","$72,000 - $108,000",">= $108,001",2250,450,1125,1800,"$2,700",<= $450,"$450 - $1,125","$1,125 - $1,800","$1,800 - $2,700",">= $2,701"
Vaudreuil-Soulanges (2471) 00000 (  2.4%),"Vaudreuil-Soulanges (CD, QC)",93000,18600,46500,74400,111600,"<= $18,600","$18,600 - $46,500","$46,500 - $74,400","$74,400 - $111,600",">= $111,601",2325,465,1162.5,1860,"$2,790",<= $465,"$465 - $1,163","$1,163 - $1,860","$1,860 - $2,790",">= $2,791"
  Vaudreuil-sur-le-Lac VL (2471090) 00000 (  0.8%),"Vaudreuil-sur-le-Lac VL (CSD, QC)",146000,29200,73000,116800,175200,"<= $29,200","$29,200 - $73,000","$73,000 - $116,800","$116,800 - $175,200",">= $175,201",3650,730,1825,2920,"$4,380",<= $730,"$730 - $1,825","$1,825 - $2,920","$2,920 - $4,380",">= $4,381"
  Vaughan CY (3519028) 00000 (  2.3%),"Vaughan CY (CSD, ON)",124000,24800,62000,99200,148800,"<= $24,800","$24,800 - $62,000","$62,000 - $99,200","$99,200 - $148,800",">= $148,801",3100,620,1550,2480,"$3,720",<= $620,"$620 - $1,550","$1,550 - $2,480","$2,480 - $3,720",">= $3,721"
  Vauxhall T (4802029) 00000 (  2.9%),"Vauxhall T (CSD, AL)",71500,14300,35750,57200,85800,"<= $14,300","$14,300 - $35,750","$35,750 - $57,200","$57,200 - $85,800",">= $85,801",1787.5,357.5,893.75,1430,"$2,145",<= $358,$358 - $894,"$894 - $1,430","$1,430 - $2,145",">= $2,146"
  Vegreville T (4810028) 00000 (  5.0%),"Vegreville T (CSD, AL)",70500,14100,35250,56400,84600,"<= $14,100","$14,100 - $35,250","$35,250 - $56,400","$56,400 - $84,600",">= $84,601",1762.5,352.5,881.25,1410,"$2,115",<= $353,$353 - $881,"$881 - $1,410","$1,410 - $2,115",">= $2,116"
  Venise-en-QuÃ©bec MÃ‰ (2456005) 00000 (  5.0%),"Venise-en-Québec MÉ (CSD, QC)",68000,13600,34000,54400,81600,"<= $13,600","$13,600 - $34,000","$34,000 - $54,400","$54,400 - $81,600",">= $81,601",1700,340,850,1360,"$2,040",<= $340,$340 - $850,"$850 - $1,360","$1,360 - $2,040",">= $2,041"
  VerchÃ¨res MÃ‰ (2459025) 00000 (  3.2%),"Verchères MÉ (CSD, QC)",91000,18200,45500,72800,109200,"<= $18,200","$18,200 - $45,500","$45,500 - $72,800","$72,800 - $109,200",">= $109,201",2275,455,1137.5,1820,"$2,730",<= $455,"$455 - $1,138","$1,138 - $1,820","$1,820 - $2,730",">= $2,731"
  Vermilion River County MD (4810036) 00000 (  8.2%),"Vermilion River County MD (CSD, AL)",101000,20200,50500,80800,121200,"<= $20,200","$20,200 - $50,500","$50,500 - $80,800","$80,800 - $121,200",">= $121,201",2525,505,1262.5,2020,"$3,030",<= $505,"$505 - $1,263","$1,263 - $2,020","$2,020 - $3,030",">= $3,031"
  Vermilion T (4810042) 00000 (  6.4%),"Vermilion T (CSD, AL)",80000,16000,40000,64000,96000,"<= $16,000","$16,000 - $40,000","$40,000 - $64,000","$64,000 - $96,000",">= $96,001",2000,400,1000,1600,"$2,400",<= $400,"$400 - $1,000","$1,000 - $1,600","$1,600 - $2,400",">= $2,401"
  Vernon CY (5937014) 00000 (  4.0%),"Vernon CY (CSD, BC)",73500,14700,36750,58800,88200,"<= $14,700","$14,700 - $36,750","$36,750 - $58,800","$58,800 - $88,200",">= $88,201",1837.5,367.5,918.75,1470,"$2,205",<= $368,$368 - $919,"$919 - $1,470","$1,470 - $2,205",">= $2,206"
  Veteran VL (4804021) 00909 (  0.0%),"Veteran VL (CSD, AL)",,,,,,,,,,,,,,,,,,,,
  Vibank VL (4706007) 00000 (  2.4%),"Vibank VL (CSD, SK)",88000,17600,44000,70400,105600,"<= $17,600","$17,600 - $44,000","$44,000 - $70,400","$70,400 - $105,600",">= $105,601",2200,440,1100,1760,"$2,640",<= $440,"$440 - $1,100","$1,100 - $1,760","$1,760 - $2,640",">= $2,641"
Victoria (1312) 00000 (  3.7%),"Victoria (CD, NB)",59600,11920,29800,47680,71520,"<= $11,920","$11,920 - $29,800","$29,800 - $47,680","$47,680 - $71,520",">= $71,521",1490,298,745,1192,"$1,788",<= $298,$298 - $745,"$745 - $1,192","$1,192 - $1,788",">= $1,789"
Victoria (1218) 00000 (  7.0%),"Victoria (CD, NS)",68500,13700,34250,54800,82200,"<= $13,700","$13,700 - $34,250","$34,250 - $54,800","$54,800 - $82,200",">= $82,201",1712.5,342.5,856.25,1370,"$2,055",<= $343,$343 - $856,"$856 - $1,370","$1,370 - $2,055",">= $2,056"
  Victoria Beach RM (4601078) 03040 ( 41.5%),"Victoria Beach RM (CSD, MB)",71500,14300,35750,57200,85800,"<= $14,300","$14,300 - $35,750","$35,750 - $57,200","$57,200 - $85,800",">= $85,801",1787.5,357.5,893.75,1430,"$2,145",<= $358,$358 - $894,"$894 - $1,430","$1,430 - $2,145",">= $2,146"
  Victoria CY (5917034) 00000 (  5.3%),"Victoria CY (CSD, BC)",67500,13500,33750,54000,81000,"<= $13,500","$13,500 - $33,750","$33,750 - $54,000","$54,000 - $81,000",">= $81,001",1687.5,337.5,843.75,1350,"$2,025",<= $338,$338 - $844,"$844 - $1,350","$1,350 - $2,025",">= $2,026"
  Victoria RM (4608042) 00000 (  3.4%),"Victoria RM (CSD, MB)",80000,16000,40000,64000,96000,"<= $16,000","$16,000 - $40,000","$40,000 - $64,000","$64,000 - $96,000",">= $96,001",2000,400,1000,1600,"$2,400",<= $400,"$400 - $1,000","$1,000 - $1,600","$1,600 - $2,400",">= $2,401"
  Victoriaville V (2439062) 00000 (  2.3%),"Victoriaville V (CSD, QC)",61600,12320,30800,49280,73920,"<= $12,320","$12,320 - $30,800","$30,800 - $49,280","$49,280 - $73,920",">= $73,921",1540,308,770,1232,"$1,848",<= $308,$308 - $770,"$770 - $1,232","$1,232 - $1,848",">= $1,849"
  Victory No. 226 RM (4707063) 01010 ( 13.5%),"Victory No. 226 RM (CSD, SK)",76000,15200,38000,60800,91200,"<= $15,200","$15,200 - $38,000","$38,000 - $60,800","$60,800 - $91,200",">= $91,201",1900,380,950,1520,"$2,280",<= $380,$380 - $950,"$950 - $1,520","$1,520 - $2,280",">= $2,281"
  View Royal T (5917047) 00000 (  4.0%),"View Royal T (CSD, BC)",98000,19600,49000,78400,117600,"<= $19,600","$19,600 - $49,000","$49,000 - $78,400","$78,400 - $117,600",">= $117,601",2450,490,1225,1960,"$2,940",<= $490,"$490 - $1,225","$1,225 - $1,960","$1,960 - $2,940",">= $2,941"
  Viking T (4810022) 00000 (  4.8%),"Viking T (CSD, AL)",71000,14200,35500,56800,85200,"<= $14,200","$14,200 - $35,500","$35,500 - $56,800","$56,800 - $85,200",">= $85,201",1775,355,887.5,1420,"$2,130",<= $355,$355 - $888,"$888 - $1,420","$1,420 - $2,130",">= $2,131"
  Ville-Marie V (2485025) 00000 (  2.0%),"Ville-Marie V (CSD, QC)",61200,12240,30600,48960,73440,"<= $12,240","$12,240 - $30,600","$30,600 - $48,960","$48,960 - $73,440",">= $73,441",1530,306,765,1224,"$1,836",<= $306,$306 - $765,"$765 - $1,224","$1,224 - $1,836",">= $1,837"
  Villeroy MÃ‰ (2432085) 00000 (  2.0%),"Villeroy MÉ (CSD, QC)",59200,11840,29600,47360,71040,"<= $11,840","$11,840 - $29,600","$29,600 - $47,360","$47,360 - $71,040",">= $71,041",1480,296,740,1184,"$1,776",<= $296,$296 - $740,"$740 - $1,184","$1,184 - $1,776",">= $1,777"
  Vilna VL (4812024) 00919 ( 18.2%),"Vilna VL (CSD, AL)",,,,,,,,,,,,,,,,,,,,
  Virden T (4606034) 00000 (  8.9%),"Virden T (CSD, MB)",74500,14900,37250,59600,89400,"<= $14,900","$14,900 - $37,250","$37,250 - $59,600","$59,600 - $89,400",">= $89,401",1862.5,372.5,931.25,1490,"$2,235",<= $373,$373 - $931,"$931 - $1,490","$1,490 - $2,235",">= $2,236"
  Viscount No. 341 RM (4711091) 00000 (  3.6%),"Viscount No. 341 RM (CSD, SK)",77500,15500,38750,62000,93000,"<= $15,500","$15,500 - $38,750","$38,750 - $62,000","$62,000 - $93,000",">= $93,001",1937.5,387.5,968.75,1550,"$2,325",<= $388,$388 - $969,"$969 - $1,550","$1,550 - $2,325",">= $2,326"
  Viscount VL (4711092) 00009 (  9.4%),"Viscount VL (CSD, SK)",,,,,,,,,,,,,,,,,,,,
  Vonda T (4715017) 00000 (  0.7%),"Vonda T (CSD, SK)",88000,17600,44000,70400,105600,"<= $17,600","$17,600 - $44,000","$44,000 - $70,400","$70,400 - $105,600",">= $105,601",2200,440,1100,1760,"$2,640",<= $440,"$440 - $1,100","$1,100 - $1,760","$1,760 - $2,640",">= $2,641"
  Vulcan County MD (4805001) 00010 ( 10.5%),"Vulcan County MD (CSD, AL)",79000,15800,39500,63200,94800,"<= $15,800","$15,800 - $39,500","$39,500 - $63,200","$63,200 - $94,800",">= $94,801",1975,395,987.5,1580,"$2,370",<= $395,$395 - $988,"$988 - $1,580","$1,580 - $2,370",">= $2,371"
  Vulcan T (4805006) 00000 (  3.0%),"Vulcan T (CSD, AL)",65000,13000,32500,52000,78000,"<= $13,000","$13,000 - $32,500","$32,500 - $52,000","$52,000 - $78,000",">= $78,001",1625,325,812.5,1300,"$1,950",<= $325,$325 - $813,"$813 - $1,300","$1,300 - $1,950",">= $1,951"
  Wadena T (4710068) 00010 ( 13.6%),"Wadena T (CSD, SK)",59600,11920,29800,47680,71520,"<= $11,920","$11,920 - $29,800","$29,800 - $47,680","$47,680 - $71,520",">= $71,521",1490,298,745,1192,"$1,788",<= $298,$298 - $745,"$745 - $1,192","$1,192 - $1,788",">= $1,789"
  Wainfleet TP (3526014) 00000 (  6.7%),"Wainfleet TP (CSD, ON)",97000,19400,48500,77600,116400,"<= $19,400","$19,400 - $48,500","$48,500 - $77,600","$77,600 - $116,400",">= $116,401",2425,485,1212.5,1940,"$2,910",<= $485,"$485 - $1,213","$1,213 - $1,940","$1,940 - $2,910",">= $2,911"
  Wainwright No. 61 MD (4807049) 00000 (  5.4%),"Wainwright No. 61 MD (CSD, AL)",110000,22000,55000,88000,132000,"<= $22,000","$22,000 - $55,000","$55,000 - $88,000","$88,000 - $132,000",">= $132,001",2750,550,1375,2200,"$3,300",<= $550,"$550 - $1,375","$1,375 - $2,200","$2,200 - $3,300",">= $3,301"
  Wainwright T (4807054) 00000 (  2.8%),"Wainwright T (CSD, AL)",85000,17000,42500,68000,102000,"<= $17,000","$17,000 - $42,500","$42,500 - $68,000","$68,000 - $102,000",">= $102,001",2125,425,1062.5,1700,"$2,550",<= $425,"$425 - $1,063","$1,063 - $1,700","$1,700 - $2,550",">= $2,551"
  Waiparous SV (4815030) 01999 ( 57.1%),"Waiparous SV (CSD, AL)",,,,,,,,,,,,,,,,,,,,
  Wakaw Lake RV (4715043) 04939 ( 33.3%),"Wakaw Lake RV (CSD, SK)",,,,,,,,,,,,,,,,,,,,
  Wakaw T (4715042) 00000 (  6.5%),"Wakaw T (CSD, SK)",48400,9680,24200,38720,58080,"<= $9,680","$9,680 - $24,200","$24,200 - $38,720","$38,720 - $58,080",">= $58,081",1210,242,605,968,"$1,452",<= $242,$242 - $605,$605 - $968,"$968 - $1,452",">= $1,453"
  Waldeck VL (4707022) 00000 (  0.0%),"Waldeck VL (CSD, SK)",68500,13700,34250,54800,82200,"<= $13,700","$13,700 - $34,250","$34,250 - $54,800","$54,800 - $82,200",">= $82,201",1712.5,342.5,856.25,1370,"$2,055",<= $343,$343 - $856,"$856 - $1,370","$1,370 - $2,055",">= $2,056"
  Waldheim T (4715028) 00000 (  0.9%),"Waldheim T (CSD, SK)",84000,16800,42000,67200,100800,"<= $16,800","$16,800 - $42,000","$42,000 - $67,200","$67,200 - $100,800",">= $100,801",2100,420,1050,1680,"$2,520",<= $420,"$420 - $1,050","$1,050 - $1,680","$1,680 - $2,520",">= $2,521"
  Waldron VL (4705061) 09999 (  0.0%),"Waldron VL (CSD, SK)",,,,,,,,,,,,,,,,,,,,
  Wallace No. 243 RM (4709006) 00010 ( 12.6%),"Wallace No. 243 RM (CSD, SK)",87000,17400,43500,69600,104400,"<= $17,400","$17,400 - $43,500","$43,500 - $69,600","$69,600 - $104,400",">= $104,401",2175,435,1087.5,1740,"$2,610",<= $435,"$435 - $1,088","$1,088 - $1,740","$1,740 - $2,610",">= $2,611"
  Wallace-Woodworth RM (4606031) 00000 (  8.2%),"Wallace-Woodworth RM (CSD, MB)",84000,16800,42000,67200,100800,"<= $16,800","$16,800 - $42,000","$42,000 - $67,200","$67,200 - $100,800",">= $100,801",2100,420,1050,1680,"$2,520",<= $420,"$420 - $1,050","$1,050 - $1,680","$1,680 - $2,520",">= $2,521"
  Walpole No. 92 RM (4701091) 00010 ( 10.0%),"Walpole No. 92 RM (CSD, SK)",105000,21000,52500,84000,126000,"<= $21,000","$21,000 - $52,500","$52,500 - $84,000","$84,000 - $126,000",">= $126,001",2625,525,1312.5,2100,"$3,150",<= $525,"$525 - $1,313","$1,313 - $2,100","$2,100 - $3,150",">= $3,151"
  Waltham MÃ‰ (2484070) 01010 ( 16.7%),"Waltham MÉ (CSD, QC)",56400,11280,28200,45120,67680,"<= $11,280","$11,280 - $28,200","$28,200 - $45,120","$45,120 - $67,680",">= $67,681",1410,282,705,1128,"$1,692",<= $282,$282 - $705,"$705 - $1,128","$1,128 - $1,692",">= $1,693"
  Wapella T (4705009) 00010 ( 14.8%),"Wapella T (CSD, SK)",116000,23200,58000,92800,139200,"<= $23,200","$23,200 - $58,000","$58,000 - $92,800","$92,800 - $139,200",">= $139,201",2900,580,1450,2320,"$3,480",<= $580,"$580 - $1,450","$1,450 - $2,320","$2,320 - $3,480",">= $3,481"
  Warburg VL (4811024) 00010 ( 12.9%),"Warburg VL (CSD, AL)",63200,12640,31600,50560,75840,"<= $12,640","$12,640 - $31,600","$31,600 - $50,560","$50,560 - $75,840",">= $75,841",1580,316,790,1264,"$1,896",<= $316,$316 - $790,"$790 - $1,264","$1,264 - $1,896",">= $1,897"
  Warden VL (2447030) 00000 (  2.6%),"Warden VL (CSD, QC)",66000,13200,33000,52800,79200,"<= $13,200","$13,200 - $33,000","$33,000 - $52,800","$52,800 - $79,200",">= $79,201",1650,330,825,1320,"$1,980",<= $330,$330 - $825,"$825 - $1,320","$1,320 - $1,980",">= $1,981"
  Warfield VL (5905018) 00000 (  3.1%),"Warfield VL (CSD, BC)",89000,17800,44500,71200,106800,"<= $17,800","$17,800 - $44,500","$44,500 - $71,200","$71,200 - $106,800",">= $106,801",2225,445,1112.5,1780,"$2,670",<= $445,"$445 - $1,113","$1,113 - $1,780","$1,780 - $2,670",">= $2,671"
  Warman CY (4711068) 00000 (  3.8%),"Warman CY (CSD, SK)",121000,24200,60500,96800,145200,"<= $24,200","$24,200 - $60,500","$60,500 - $96,800","$96,800 - $145,200",">= $145,201",3025,605,1512.5,2420,"$3,630",<= $605,"$605 - $1,513","$1,513 - $2,420","$2,420 - $3,630",">= $3,631"
  Warner County No. 5 MD (4802001) 00000 (  5.5%),"Warner County No. 5 MD (CSD, AL)",95000,19000,47500,76000,114000,"<= $19,000","$19,000 - $47,500","$47,500 - $76,000","$76,000 - $114,000",">= $114,001",2375,475,1187.5,1900,"$2,850",<= $475,"$475 - $1,188","$1,188 - $1,900","$1,900 - $2,850",">= $2,851"
  Warner VL (4802006) 00000 (  2.4%),"Warner VL (CSD, AL)",48400,9680,24200,38720,58080,"<= $9,680","$9,680 - $24,200","$24,200 - $38,720","$38,720 - $58,080",">= $58,081",1210,242,605,968,"$1,452",<= $242,$242 - $605,$605 - $968,"$968 - $1,452",">= $1,453"
  Warwick TP (3538043) 00000 (  2.7%),"Warwick TP (CSD, ON)",86000,17200,43000,68800,103200,"<= $17,200","$17,200 - $43,000","$43,000 - $68,800","$68,800 - $103,200",">= $103,201",2150,430,1075,1720,"$2,580",<= $430,"$430 - $1,075","$1,075 - $1,720","$1,720 - $2,580",">= $2,581"
  Warwick V (2439077) 00000 (  2.2%),"Warwick V (CSD, QC)",68000,13600,34000,54400,81600,"<= $13,600","$13,600 - $34,000","$34,000 - $54,400","$54,400 - $81,600",">= $81,601",1700,340,850,1360,"$2,040",<= $340,$340 - $850,"$850 - $1,360","$1,360 - $2,040",">= $2,041"
  Wasaga Beach T (3543064) 00000 (  4.5%),"Wasaga Beach T (CSD, ON)",76500,15300,38250,61200,91800,"<= $15,300","$15,300 - $38,250","$38,250 - $61,200","$61,200 - $91,800",">= $91,801",1912.5,382.5,956.25,1530,"$2,295",<= $383,$383 - $956,"$956 - $1,530","$1,530 - $2,295",">= $2,296"
  Waseca VL (4717019) 01909 (  8.3%),"Waseca VL (CSD, SK)",,,,,,,,,,,,,,,,,,,,
  Waskaganish VC (2499035) 09999 (  0.0%),"Waskaganish VC (CSD, QC)",,,,,,,,,,,,,,,,,,,,
  Waskatenau VL (4812026) 01929 ( 20.0%),"Waskatenau VL (CSD, AL)",,,,,,,,,,,,,,,,,,,,
  Waswanipi VC (2499010) 09999 (  0.0%),"Waswanipi VC (CSD, QC)",,,,,,,,,,,,,,,,,,,,
Waterloo (3530) 00000 (  3.3%),"Waterloo (CD, ON)",93000,18600,46500,74400,111600,"<= $18,600","$18,600 - $46,500","$46,500 - $74,400","$74,400 - $111,600",">= $111,601",2325,465,1162.5,1860,"$2,790",<= $465,"$465 - $1,163","$1,163 - $1,860","$1,860 - $2,790",">= $2,791"
  Waterloo CY (3530016) 00000 (  5.0%),"Waterloo CY (CSD, ON)",95000,19000,47500,76000,114000,"<= $19,000","$19,000 - $47,500","$47,500 - $76,000","$76,000 - $114,000",">= $114,001",2375,475,1187.5,1900,"$2,850",<= $475,"$475 - $1,188","$1,188 - $1,900","$1,900 - $2,850",">= $2,851"
  Waterloo V (2447025) 00000 (  3.2%),"Waterloo V (CSD, QC)",59200,11840,29600,47360,71040,"<= $11,840","$11,840 - $29,600","$29,600 - $47,360","$47,360 - $71,040",">= $71,041",1480,296,740,1184,"$1,776",<= $296,$296 - $740,"$740 - $1,184","$1,184 - $1,776",">= $1,777"
  Waterville V (2444080) 00000 (  1.4%),"Waterville V (CSD, QC)",70500,14100,35250,56400,84600,"<= $14,100","$14,100 - $35,250","$35,250 - $56,400","$56,400 - $84,600",">= $84,601",1762.5,352.5,881.25,1410,"$2,115",<= $353,$353 - $881,"$881 - $1,410","$1,410 - $2,115",">= $2,116"
  Watrous T (4711053) 00000 (  4.6%),"Watrous T (CSD, SK)",78500,15700,39250,62800,94200,"<= $15,700","$15,700 - $39,250","$39,250 - $62,800","$62,800 - $94,200",">= $94,201",1962.5,392.5,981.25,1570,"$2,355",<= $393,$393 - $981,"$981 - $1,570","$1,570 - $2,355",">= $2,356"
  Watson T (4710062) 00000 (  9.8%),"Watson T (CSD, SK)",59600,11920,29800,47680,71520,"<= $11,920","$11,920 - $29,800","$29,800 - $47,680","$47,680 - $71,520",">= $71,521",1490,298,745,1192,"$1,788",<= $298,$298 - $745,"$745 - $1,192","$1,192 - $1,788",">= $1,789"
  Waverley No. 44 RM (4703022) 00000 (  3.1%),"Waverley No. 44 RM (CSD, SK)",59600,11920,29800,47680,71520,"<= $11,920","$11,920 - $29,800","$29,800 - $47,680","$47,680 - $71,520",">= $71,521",1490,298,745,1192,"$1,788",<= $298,$298 - $745,"$745 - $1,192","$1,192 - $1,788",">= $1,789"
  Wawa MU (3557076) 00000 (  7.0%),"Wawa MU (CSD, ON)",81000,16200,40500,64800,97200,"<= $16,200","$16,200 - $40,500","$40,500 - $64,800","$64,800 - $97,200",">= $97,201",2025,405,1012.5,1620,"$2,430",<= $405,"$405 - $1,013","$1,013 - $1,620","$1,620 - $2,430",">= $2,431"
  Wawken No. 93 RM (4701076) 01010 ( 17.8%),"Wawken No. 93 RM (CSD, SK)",88000,17600,44000,70400,105600,"<= $17,600","$17,600 - $44,000","$44,000 - $70,400","$70,400 - $105,600",">= $105,601",2200,440,1100,1760,"$2,640",<= $440,"$440 - $1,100","$1,100 - $1,760","$1,760 - $2,640",">= $2,641"
  Wawota T (4701078) 00000 (  3.4%),"Wawota T (CSD, SK)",61600,12320,30800,49280,73920,"<= $12,320","$12,320 - $30,800","$30,800 - $49,280","$49,280 - $73,920",">= $73,921",1540,308,770,1232,"$1,848",<= $308,$308 - $770,"$770 - $1,232","$1,232 - $1,848",">= $1,849"
  Webb No. 138 RM (4708006) 00009 (  6.7%),"Webb No. 138 RM (CSD, SK)",,,,,,,,,,,,,,,,,,,,
  Webb VL (4708008) 00909 (  0.0%),"Webb VL (CSD, SK)",,,,,,,,,,,,,,,,,,,,
  Wee Too Beach RV (4706060) 03929 ( 25.0%),"Wee Too Beach RV (CSD, SK)",,,,,,,,,,,,,,,,,,,,
  Weedon MÃ‰ (2441098) 00000 (  3.6%),"Weedon MÉ (CSD, QC)",52800,10560,26400,42240,63360,"<= $10,560","$10,560 - $26,400","$26,400 - $42,240","$42,240 - $63,360",">= $63,361",1320,264,660,1056,"$1,584",<= $264,$264 - $660,"$660 - $1,056","$1,056 - $1,584",">= $1,585"
  Weekes VL (4714009) 02929 ( 22.2%),"Weekes VL (CSD, SK)",,,,,,,,,,,,,,,,,,,,
  Weirdale VL (4715091) 01919 ( 12.5%),"Weirdale VL (CSD, SK)",,,,,,,,,,,,,,,,,,,,
  Weldon VL (4715072) 00919 ( 12.5%),"Weldon VL (CSD, SK)",,,,,,,,,,,,,,,,,,,,
  Welland CY (3526032) 00000 (  3.6%),"Welland CY (CSD, ON)",71500,14300,35750,57200,85800,"<= $14,300","$14,300 - $35,750","$35,750 - $57,200","$57,200 - $85,800",">= $85,801",1787.5,357.5,893.75,1430,"$2,145",<= $358,$358 - $894,"$894 - $1,430","$1,430 - $2,145",">= $2,146"
  Wellesley TP (3530027) 00000 (  1.7%),"Wellesley TP (CSD, ON)",121000,24200,60500,96800,145200,"<= $24,200","$24,200 - $60,500","$60,500 - $96,800","$96,800 - $145,200",">= $145,201",3025,605,1512.5,2420,"$3,630",<= $605,"$605 - $1,513","$1,513 - $2,420","$2,420 - $3,630",">= $3,631"
Wellington (3523) 00000 (  2.9%),"Wellington (CD, ON)",97000,19400,48500,77600,116400,"<= $19,400","$19,400 - $48,500","$48,500 - $77,600","$77,600 - $116,400",">= $116,401",2425,485,1212.5,1940,"$2,910",<= $485,"$485 - $1,213","$1,213 - $1,940","$1,940 - $2,910",">= $2,911"
  Wellington No. 97 RM (4702073) 00000 (  3.1%),"Wellington No. 97 RM (CSD, SK)",78000,15600,39000,62400,93600,"<= $15,600","$15,600 - $39,000","$39,000 - $62,400","$62,400 - $93,600",">= $93,601",1950,390,975,1560,"$2,340",<= $390,$390 - $975,"$975 - $1,560","$1,560 - $2,340",">= $2,341"
  Wellington North TP (3523050) 00000 (  2.1%),"Wellington North TP (CSD, ON)",77500,15500,38750,62000,93000,"<= $15,500","$15,500 - $38,750","$38,750 - $62,000","$62,000 - $93,000",">= $93,001",1937.5,387.5,968.75,1550,"$2,325",<= $388,$388 - $969,"$969 - $1,550","$1,550 - $2,325",">= $2,326"
  Wells DM (5941025) 01919 ( 17.9%),"Wells DM (CSD, BC)",,,,,,,,,,,,,,,,,,,,
  Wembley T (4819011) 00010 ( 10.9%),"Wembley T (CSD, AL)",109000,21800,54500,87200,130800,"<= $21,800","$21,800 - $54,500","$54,500 - $87,200","$87,200 - $130,800",">= $130,801",2725,545,1362.5,2180,"$3,270",<= $545,"$545 - $1,363","$1,363 - $2,180","$2,180 - $3,270",">= $3,271"
  Wemindji VC (2499050) 09999 (  0.0%),"Wemindji VC (CSD, QC)",,,,,,,,,,,,,,,,,,,,
  Wentworth CT (2476035) 02030 ( 30.4%),"Wentworth CT (CSD, QC)",72500,14500,36250,58000,87000,"<= $14,500","$14,500 - $36,250","$36,250 - $58,000","$58,000 - $87,000",">= $87,001",1812.5,362.5,906.25,1450,"$2,175",<= $363,$363 - $906,"$906 - $1,450","$1,450 - $2,175",">= $2,176"
  Wentworth-Nord MÃ‰ (2477060) 01010 ( 16.8%),"Wentworth-Nord MÉ (CSD, QC)",67500,13500,33750,54000,81000,"<= $13,500","$13,500 - $33,750","$33,750 - $54,000","$54,000 - $81,000",">= $81,001",1687.5,337.5,843.75,1350,"$2,025",<= $338,$338 - $844,"$844 - $1,350","$1,350 - $2,025",">= $2,026"
  West Baptiste SV (4813057) 02919 ( 14.3%),"West Baptiste SV (CSD, AL)",,,,,,,,,,,,,,,,,,,,
