Geography,Formatted Name,Median income of household ($),20% of AMHI,50% of AMHI,80% of AMHI,120% of AMHI,20% or under of AMHI,21% to 50% of AMHI,51% to 80% of AMHI,81% to 120% of AMHI,121% and more of AMHI,Rent AMHI,Rent 20% of AMHI,Rent 50% of AMHI,Rent 80% of AMHI,Rent 120% of AMHI,20% or under of AMHI,21% to 50% of AMHI,51% to 80% of AMHI,81% to 120% of AMHI,121% and more of AMHI
Sundridge VL (3549048) 00000 ( 6.1%),"Sundridge VL (CSD, ON)",49600,9920,24800,39680,59520,"<= $9,920","$9,921 - $24,800","$24,801 - $39,680","$39,681 - $59,520",">= $59,521",1240,248,620,992,1488,<= $248,$249 - $620,$621 - $992,"$993 - $1,488",">= $1,489"
Joly TP (3549051) 00000 ( 9.9%),"Joly TP (CSD, ON)",45600,9120,22800,36480,54720,"<= $9,120","$9,121 - $22,800","$22,801 - $36,480","$36,481 - $54,720",">= $54,721",1140,228,570,912,1368,<= $228,$229 - $570,$571 - $912,"$913 - $1,368",">= $1,369"
Machar TP (3549054) 00000 ( 8.5%),"Machar TP (CSD, ON)",63200,12640,31600,50560,75840,"<= $12,640","$12,641 - $31,600","$31,601 - $50,560","$50,561 - $75,840",">= $75,841",1580,316,790,1264,1896,<= $316,$317 - $790,"$791 - $1,264","$1,265 - $1,896",">= $1,897"
South River VL (3549056) 00001 ( 6.5%),"South River VL (CSD, ON)",37600,7520,18800,30080,45120,"<= $7,520","$7,521 - $18,800","$18,801 - $30,080","$30,081 - $45,120",">= $45,121",940,188,470,752,1128,<= $188,$189 - $470,$471 - $752,"$753 - $1,128",">= $1,129"
Powassan MU (3549060) 00001 ( 8.3%),"Powassan MU (CSD, ON)",67000,13400,33500,53600,80400,"<= $13,400","$13,401 - $33,500","$33,501 - $53,600","$53,601 - $80,400",">= $80,401",1675,335,838,1340,2010,<= $335,$336 - $838,"$839 - $1,340","$1,341 - $2,010",">= $2,011"
Callander MU (3549066) 00000 ( 7.0%),"Callander MU (CSD, ON)",85000,17000,42500,68000,102000,"<= $17,000","$17,001 - $42,500","$42,501 - $68,000","$68,001 - $102,000",">= $102,001",2125,425,1063,1700,2550,<= $425,"$426 - $1,063","$1,064 - $1,700","$1,701 - $2,550",">= $2,551"
Nipissing TP (3549071) 00000 ( 4.9%),"Nipissing TP (CSD, ON)",72000,14400,36000,57600,86400,"<= $14,400","$14,401 - $36,000","$36,001 - $57,600","$57,601 - $86,400",">= $86,401",1800,360,900,1440,2160,<= $360,$361 - $900,"$901 - $1,440","$1,441 - $2,160",">= $2,161"
"Parry Sound, Unorganized, Centre Part NO (3549096) 00000 ( 6.7%)","Parry Sound, Unorganized, Centre Part NO (CSD, ON)",49600,9920,24800,39680,59520,"<= $9,920","$9,921 - $24,800","$24,801 - $39,680","$39,681 - $59,520",">= $59,521",1240,248,620,992,1488,<= $248,$249 - $620,$621 - $992,"$993 - $1,488",">= $1,489"
Tehkummah TP (3551001) 00011 ( 13.8%),"Tehkummah TP (CSD, ON)",50400,10080,25200,40320,60480,"<= $10,080","$10,081 - $25,200","$25,201 - $40,320","$40,321 - $60,480",">= $60,481",1260,252,630,1008,1512,<= $252,$253 - $630,"$631 - $1,008","$1,009 - $1,512",">= $1,513"
Central Manitoulin MU (3551006) 00000 ( 7.6%),"Central Manitoulin MU (CSD, ON)",62400,12480,31200,49920,74880,"<= $12,480","$12,481 - $31,200","$31,201 - $49,920","$49,921 - $74,880",">= $74,881",1560,312,780,1248,1872,<= $312,$313 - $780,"$781 - $1,248","$1,249 - $1,872",">= $1,873"
Assiginack TP (3551011) 00101 ( 7.7%),"Assiginack TP (CSD, ON)",63600,12720,31800,50880,76320,"<= $12,720","$12,721 - $31,800","$31,801 - $50,880","$50,881 - $76,320",">= $76,321",1590,318,795,1272,1908,<= $318,$319 - $795,"$796 - $1,272","$1,273 - $1,908",">= $1,909"
Northeastern Manitoulin and the Islands MU (3551017) 00000 ( 8.7%),"Northeastern Manitoulin and the Islands MU (CSD, ON)",62000,12400,31000,49600,74400,"<= $12,400","$12,401 - $31,000","$31,001 - $49,600","$49,601 - $74,400",">= $74,401",1550,310,775,1240,1860,<= $310,$311 - $775,"$776 - $1,240","$1,241 - $1,860",">= $1,861"
Billings TP (3551021) 00001 ( 7.5%),"Billings TP (CSD, ON)",73000,14600,36500,58400,87600,"<= $14,600","$14,601 - $36,500","$36,501 - $58,400","$58,401 - $87,600",">= $87,601",1825,365,913,1460,2190,<= $365,$366 - $913,"$914 - $1,460","$1,461 - $2,190",">= $2,191"
Gore Bay T (3551026) 00000 ( 8.8%),"Gore Bay T (CSD, ON)",54800,10960,27400,43840,65760,"<= $10,960","$10,961 - $27,400","$27,401 - $43,840","$43,841 - $65,760",">= $65,761",1370,274,685,1096,1644,<= $274,$275 - $685,"$686 - $1,096","$1,097 - $1,644",">= $1,645"
Gordon/Barrie Island MU (3551027) 00000 ( 8.1%),"Gordon/Barrie Island MU (CSD, ON)",54400,10880,27200,43520,65280,"<= $10,880","$10,881 - $27,200","$27,201 - $43,520","$43,521 - $65,280",">= $65,281",1360,272,680,1088,1632,<= $272,$273 - $680,"$681 - $1,088","$1,089 - $1,632",">= $1,633"
Burpee and Mills TP (3551028) 00011 ( 10.0%),"Burpee and Mills TP (CSD, ON)",61600,12320,30800,49280,73920,"<= $12,320","$12,321 - $30,800","$30,801 - $49,280","$49,281 - $73,920",">= $73,921",1540,308,770,1232,1848,<= $308,$309 - $770,"$771 - $1,232","$1,233 - $1,848",">= $1,849"
French River / Rivière des Français M (3552001) 00001 ( 9.9%),"French River / Rivière des Français M (CSD, ON)",58800,11760,29400,47040,70560,"<= $11,760","$11,761 - $29,400","$29,401 - $47,040","$47,041 - $70,560",">= $70,561",1470,294,735,1176,1764,<= $294,$295 - $735,"$736 - $1,176","$1,177 - $1,764",">= $1,765"
St.-Charles MU (3552004) 00000 ( 8.3%),"St.-Charles MU (CSD, ON)",58400,11680,29200,46720,70080,"<= $11,680","$11,681 - $29,200","$29,201 - $46,720","$46,721 - $70,080",">= $70,081",1460,292,730,1168,1752,<= $292,$293 - $730,"$731 - $1,168","$1,169 - $1,752",">= $1,753"
Markstay-Warren MU (3552013) 00000 ( 4.7%),"Markstay-Warren MU (CSD, ON)",66000,13200,33000,52800,79200,"<= $13,200","$13,201 - $33,000","$33,001 - $52,800","$52,801 - $79,200",">= $79,201",1650,330,825,1320,1980,<= $330,$331 - $825,"$826 - $1,320","$1,321 - $1,980",">= $1,981"
Sables-Spanish Rivers TP (3552023) 00011 ( 13.1%),"Sables-Spanish Rivers TP (CSD, ON)",65000,13000,32500,52000,78000,"<= $13,000","$13,001 - $32,500","$32,501 - $52,000","$52,001 - $78,000",">= $78,001",1625,325,813,1300,1950,<= $325,$326 - $813,"$814 - $1,300","$1,301 - $1,950",">= $1,951"
Espanola T (3552026) 00001 ( 9.6%),"Espanola T (CSD, ON)",66000,13200,33000,52800,79200,"<= $13,200","$13,201 - $33,000","$33,001 - $52,800","$52,801 - $79,200",">= $79,201",1650,330,825,1320,1980,<= $330,$331 - $825,"$826 - $1,320","$1,321 - $1,980",">= $1,981"
Baldwin TP (3552028) 00000 ( 8.0%),"Baldwin TP (CSD, ON)",65000,13000,32500,52000,78000,"<= $13,000","$13,001 - $32,500","$32,501 - $52,000","$52,001 - $78,000",">= $78,001",1625,325,813,1300,1950,<= $325,$326 - $813,"$814 - $1,300","$1,301 - $1,950",">= $1,951"
Nairn and Hyman TP (3552031) 00000 ( 2.5%),"Nairn and Hyman TP (CSD, ON)",103000,20600,51500,82400,123600,"<= $20,600","$20,601 - $51,500","$51,501 - $82,400","$82,401 - $123,600",">= $123,601",2575,515,1288,2060,3090,<= $515,"$516 - $1,288","$1,289 - $2,060","$2,061 - $3,090",">= $3,091"
Killarney MU (3552036) 00110 ( 11.0%),"Killarney MU (CSD, ON)",63200,12640,31600,50560,75840,"<= $12,640","$12,641 - $31,600","$31,601 - $50,560","$50,561 - $75,840",">= $75,841",1580,316,790,1264,1896,<= $316,$317 - $790,"$791 - $1,264","$1,265 - $1,896",">= $1,897"
Chapleau TP (3552092) 00000 ( 9.0%),"Chapleau TP (CSD, ON)",70500,14100,35250,56400,84600,"<= $14,100","$14,101 - $35,250","$35,251 - $56,400","$56,401 - $84,600",">= $84,601",1763,353,881,1410,2115,<= $353,$354 - $881,"$882 - $1,410","$1,411 - $2,115",">= $2,116"
"Sudbury, Unorganized, North Part NO (3552093) 01111 ( 12.1%)","Sudbury, Unorganized, North Part NO (CSD, ON)",69500,13900,34750,55600,83400,"<= $13,900","$13,901 - $34,750","$34,751 - $55,600","$55,601 - $83,400",">= $83,401",1738,348,869,1390,2085,<= $348,$349 - $869,"$870 - $1,390","$1,391 - $2,085",">= $2,086"
Greater Sudbury / Grand Sudbury CV (3553005) 00000 ( 5.5%),"Greater Sudbury / Grand Sudbury CV (CSD, ON)",71500,14300,35750,57200,85800,"<= $14,300","$14,301 - $35,750","$35,751 - $57,200","$57,201 - $85,800",">= $85,801",1788,358,894,1430,2145,<= $358,$359 - $894,"$895 - $1,430","$1,431 - $2,145",">= $2,146"
Coleman TP (3554001) 00111 ( 14.4%),"Coleman TP (CSD, ON)",69000,13800,34500,55200,82800,"<= $13,800","$13,801 - $34,500","$34,501 - $55,200","$55,201 - $82,800",">= $82,801",1725,345,863,1380,2070,<= $345,$346 - $863,"$864 - $1,380","$1,381 - $2,070",">= $2,071"
Latchford T (3554006) 01100 ( 9.7%),"Latchford T (CSD, ON)",55600,11120,27800,44480,66720,"<= $11,120","$11,121 - $27,800","$27,801 - $44,480","$44,481 - $66,720",">= $66,721",1390,278,695,1112,1668,<= $278,$279 - $695,"$696 - $1,112","$1,113 - $1,668",">= $1,669"
Cobalt T (3554008) 00100 ( 4.9%),"Cobalt T (CSD, ON)",47200,9440,23600,37760,56640,"<= $9,440","$9,441 - $23,600","$23,601 - $37,760","$37,761 - $56,640",">= $56,641",1180,236,590,944,1416,<= $236,$237 - $590,$591 - $944,"$945 - $1,416",">= $1,417"
Harris TP (3554014) 00000 ( 1.9%),"Harris TP (CSD, ON)",79000,15800,39500,63200,94800,"<= $15,800","$15,801 - $39,500","$39,501 - $63,200","$63,201 - $94,800",">= $94,801",1975,395,988,1580,2370,<= $395,$396 - $988,"$989 - $1,580","$1,581 - $2,370",">= $2,371"
Temiskaming Shores CY (3554020) 00000 ( 7.3%),"Temiskaming Shores CY (CSD, ON)",60000,12000,30000,48000,72000,"<= $12,000","$12,001 - $30,000","$30,001 - $48,000","$48,001 - $72,000",">= $72,001",1500,300,750,1200,1800,<= $300,$301 - $750,"$751 - $1,200","$1,201 - $1,800",">= $1,801"
Hudson TP (3554021) 00000 ( 7.5%),"Hudson TP (CSD, ON)",81000,16200,40500,64800,97200,"<= $16,200","$16,201 - $40,500","$40,501 - $64,800","$64,801 - $97,200",">= $97,201",2025,405,1013,1620,2430,<= $405,"$406 - $1,013","$1,014 - $1,620","$1,621 - $2,430",">= $2,431"
Kerns TP (3554024) 00000 ( 0.0%),"Kerns TP (CSD, ON)",74000,14800,37000,59200,88800,"<= $14,800","$14,801 - $37,000","$37,001 - $59,200","$59,201 - $88,800",">= $88,801",1850,370,925,1480,2220,<= $370,$371 - $925,"$926 - $1,480","$1,481 - $2,220",">= $2,221"
Harley TP (3554026) 00000 ( 8.6%),"Harley TP (CSD, ON)",79000,15800,39500,63200,94800,"<= $15,800","$15,801 - $39,500","$39,501 - $63,200","$63,201 - $94,800",">= $94,801",1975,395,988,1580,2370,<= $395,$396 - $988,"$989 - $1,580","$1,581 - $2,370",">= $2,371"
Casey TP (3554029) 00000 ( 2.3%),"Casey TP (CSD, ON)",94000,18800,47000,75200,112800,"<= $18,800","$18,801 - $47,000","$47,001 - $75,200","$75,201 - $112,800",">= $112,801",2350,470,1175,1880,2820,<= $470,"$471 - $1,175","$1,176 - $1,880","$1,881 - $2,820",">= $2,821"
Armstrong TP (3554036) 00000 ( 7.3%),"Armstrong TP (CSD, ON)",65500,13100,32750,52400,78600,"<= $13,100","$13,101 - $32,750","$32,751 - $52,400","$52,401 - $78,600",">= $78,601",1638,328,819,1310,1965,<= $328,$329 - $819,"$820 - $1,310","$1,311 - $1,965",">= $1,966"
James TP (3554042) 00000 ( 6.8%),"James TP (CSD, ON)",60800,12160,30400,48640,72960,"<= $12,160","$12,161 - $30,400","$30,401 - $48,640","$48,641 - $72,960",">= $72,961",1520,304,760,1216,1824,<= $304,$305 - $760,"$761 - $1,216","$1,217 - $1,824",">= $1,825"
Charlton and Dack MU (3554044) 00123 ( 24.7%),"Charlton and Dack MU (CSD, ON)",72000,14400,36000,57600,86400,"<= $14,400","$14,401 - $36,000","$36,001 - $57,600","$57,601 - $86,400",">= $86,401",1800,360,900,1440,2160,<= $360,$361 - $900,"$901 - $1,440","$1,441 - $2,160",">= $2,161"
Evanturel TP (3554049) 00000 ( 7.6%),"Evanturel TP (CSD, ON)",70000,14000,35000,56000,84000,"<= $14,000","$14,001 - $35,000","$35,001 - $56,000","$56,001 - $84,000",">= $84,001",1750,350,875,1400,2100,<= $350,$351 - $875,"$876 - $1,400","$1,401 - $2,100",">= $2,101"
Englehart T (3554052) 00000 ( 6.2%),"Englehart T (CSD, ON)",60800,12160,30400,48640,72960,"<= $12,160","$12,161 - $30,400","$30,401 - $48,640","$48,641 - $72,960",">= $72,961",1520,304,760,1216,1824,<= $304,$305 - $760,"$761 - $1,216","$1,217 - $1,824",">= $1,825"
Chamberlain TP (3554054) 00012 ( 14.9%),"Chamberlain TP (CSD, ON)",68500,13700,34250,54800,82200,"<= $13,700","$13,701 - $34,250","$34,251 - $54,800","$54,801 - $82,200",">= $82,201",1713,343,856,1370,2055,<= $343,$344 - $856,"$857 - $1,370","$1,371 - $2,055",">= $2,056"
McGarry TP (3554058) 00000 ( 9.1%),"McGarry TP (CSD, ON)",46400,9280,23200,37120,55680,"<= $9,280","$9,281 - $23,200","$23,201 - $37,120","$37,121 - $55,680",">= $55,681",1160,232,580,928,1392,<= $232,$233 - $580,$581 - $928,"$929 - $1,392",">= $1,393"
Larder Lake TP (3554062) 00000 ( 3.5%),"Larder Lake TP (CSD, ON)",58000,11600,29000,46400,69600,"<= $11,600","$11,601 - $29,000","$29,001 - $46,400","$46,401 - $69,600",">= $69,601",1450,290,725,1160,1740,<= $290,$291 - $725,"$726 - $1,160","$1,161 - $1,740",">= $1,741"
Kirkland Lake T (3554068) 00000 ( 6.7%),"Kirkland Lake T (CSD, ON)",53200,10640,26600,42560,63840,"<= $10,640","$10,641 - $26,600","$26,601 - $42,560","$42,561 - $63,840",">= $63,841",1330,266,665,1064,1596,<= $266,$267 - $665,"$666 - $1,064","$1,065 - $1,596",">= $1,597"
"Timiskaming, Unorganized, West Part NO (3554094) 00000 ( 4.6%)","Timiskaming, Unorganized, West Part NO (CSD, ON)",66500,13300,33250,53200,79800,"<= $13,300","$13,301 - $33,250","$33,251 - $53,200","$53,201 - $79,800",">= $79,801",1663,333,831,1330,1995,<= $333,$334 - $831,"$832 - $1,330","$1,331 - $1,995",">= $1,996"
Black River-Matheson TP (3556014) 00011 ( 10.3%),"Black River-Matheson TP (CSD, ON)",65500,13100,32750,52400,78600,"<= $13,100","$13,101 - $32,750","$32,751 - $52,400","$52,401 - $78,600",">= $78,601",1638,328,819,1310,1965,<= $328,$329 - $819,"$820 - $1,310","$1,311 - $1,965",">= $1,966"
Timmins CY (3556027) 00000 ( 5.8%),"Timmins CY (CSD, ON)",74500,14900,37250,59600,89400,"<= $14,900","$14,901 - $37,250","$37,251 - $59,600","$59,601 - $89,400",">= $89,401",1863,373,931,1490,2235,<= $373,$374 - $931,"$932 - $1,490","$1,491 - $2,235",">= $2,236"
